genome_name,species,Assembly_version_NCBI,Accession,Complete7tm,Completeno7tm,Complete_Total,Ambiguous,Edge,Pseudogene,Truncated
Lepidiolamprologus_kamambae,Lepidiolamprologus_kamambae,GCA_015110795.1_LFF8.scf,GCA_015110795.1,1,0,1,0,0,0,0
Trematocara_zebra,Trematocara_zebra,GCA_015110815.1_LFE4.scf,GCA_015110815.1,1,0,1,0,0,0,0
Neolamprologus_sp_cygnus_AB-2019,Neolamprologus_sp_cygnus_AB-2019,GCA_015110875.1_LFD4.scf,GCA_015110875.1,1,0,1,0,0,0,0
Neolamprologus_sp_eseki_AB-2019,Neolamprologus_sp_eseki_AB-2019,GCA_015110915.1_LFB9.scf,GCA_015110915.1,1,0,1,0,0,0,0
Cyphotilapia_frontosa,Cyphotilapia_frontosa,GCA_015110975.1_LEI6.scf,GCA_015110975.1,1,0,1,0,0,0,0
Tropheus_polli,Tropheus_polli,GCA_015111015.1_LEF8.scf,GCA_015111015.1,1,0,1,0,0,0,0
Benthochromis_sp_horii_mahale_AB-2019,Benthochromis_sp_horii_mahale_AB-2019,GCA_015111075.1_LEF2.scf,GCA_015111075.1,0,0,0,1,0,0,0
Xenotilapia_sp_spilopterus_north_AB-2019,Xenotilapia_sp_spilopterus_north_AB-2019,GCA_015111115.1_LEA3.scf,GCA_015111115.1,1,0,1,0,0,0,0
Neolamprologus_sp_caudopunctatus_kipili_AB-2019,Neolamprologus_sp_caudopunctatus_kipili_AB-2019,GCA_015111175.1_LDG3.scf,GCA_015111175.1,1,0,1,0,0,0,0
Tropheus_sp_mpimbwe_AB-2019,Tropheus_sp_mpimbwe_AB-2019,GCA_015111195.1_LDI5.scf,GCA_015111195.1,1,0,1,0,0,0,0
Neolamprologus_sp_furcifer_ulwile_AB-2019,Neolamprologus_sp_furcifer_ulwile_AB-2019,GCA_015111255.1_LDF5.scf,GCA_015111255.1,1,0,1,0,0,0,0
Chalinochromis_sp_bifrenatus,Chalinochromis_sp_bifrenatus,GCA_015111275.1_LDE1.scf,GCA_015111275.1,1,0,1,0,0,0,0
Petrochromis_sp_kipili_brown_AB-2019,Petrochromis_sp_kipili_brown_AB-2019,GCA_015111315.1_LDE4.scf,GCA_015111315.1,1,0,1,0,0,0,0
Petrochromis_sp_giant_AB-2019,Petrochromis_sp_giant_AB-2019,GCA_015111355.1_LDC6.scf,GCA_015111355.1,1,0,1,0,0,0,0
Lepidiolamprologus_mimicus,Lepidiolamprologus_mimicus,GCA_015111395.1_LDD6.scf,GCA_015111395.1,1,0,1,0,0,0,0
Benthochromis_tricoti,Benthochromis_tricoti,GCA_015111415.1_LDA7.scf,GCA_015111415.1,1,0,1,0,0,0,0
Petrochromis_macrognathus,Petrochromis_macrognathus,GCA_015111435.1_LDA4.scf,GCA_015111435.1,1,0,1,0,0,0,0
Petrochromis_sp_moshi_yellow_AB-2019,Petrochromis_sp_moshi_yellow_AB-2019,GCA_015111455.1_LCF6.scf,GCA_015111455.1,0,0,0,1,0,0,0
Tropheus_sp_Kirschfleck,Tropheus_sp_Kirschfleck,GCA_015111495.1_LCF1.scf,GCA_015111495.1,1,0,1,0,0,0,0
Petrochromis_sp_red_AB-2019,Petrochromis_sp_red_AB-2019,GCA_015111535.1_LCD5.scf,GCA_015111535.1,1,0,1,0,0,0,0
Bathybates_ferox,Bathybates_ferox,GCA_015111595.1_LCD6.scf,GCA_015111595.1,1,0,1,0,0,0,0
Neolamprologus_sp_gracilis_tanzania_AB-2019,Neolamprologus_sp_gracilis_tanzania_AB-2019,GCA_015111615.1_LCC6.scf,GCA_015111615.1,1,0,1,0,0,0,0
Neolamprologus_sp_falcicula_mahale_AB-2019,Neolamprologus_sp_falcicula_mahale_AB-2019,GCA_015111635.1_LCB5.scf,GCA_015111635.1,1,0,1,0,0,0,0
Neolamprologus_leloupi,Neolamprologus_leloupi,GCA_015111655.1_LCA2.scf,GCA_015111655.1,1,0,1,0,0,0,0
Telmatochromis_dhonti,Telmatochromis_dhonti,GCA_015111745.1_LBF7.scf,GCA_015111745.1,1,0,1,0,0,0,0
Julidochromis_sp_marlieri_south_AB-2019,Julidochromis_sp_marlieri_south_AB-2019,GCA_015111775.1_LBF3.scf,GCA_015111775.1,1,0,1,0,0,0,0
Oreochromis_malagarasi,Oreochromis_malagarasi,GCA_015111835.1_KYH4.scf,GCA_015111835.1,1,0,1,0,0,1,0
Haplochromis_paludinosus,Haplochromis_paludinosus,GCA_015111855.1_KYG1.scf,GCA_015111855.1,1,0,1,0,0,0,0
Orthochromis_uvinzae,Orthochromis_uvinzae,GCA_015111895.1_KYE7.scf,GCA_015111895.1,1,0,1,0,0,0,0
Orthochromis_malagaraziensis,Orthochromis_malagaraziensis,GCA_015111915.1_KYE2.scf,GCA_015111915.1,1,0,1,0,0,0,0
Neolamprologus_niger,Neolamprologus_niger,GCA_015111955.1_KYA5.scf,GCA_015111955.1,1,0,1,0,0,0,0
Telmatochromis_bifrenatus,Telmatochromis_bifrenatus,GCA_015111975.1_KYB8.scf,GCA_015111975.1,1,0,1,0,0,0,0
Ectodus_sp_north,Ectodus_sp_north,GCA_015112095.1_KHC4.scf,GCA_015112095.1,1,0,1,0,0,0,0
Trematocara_caparti,Trematocara_caparti,GCA_015112415.1_LJC8.scf,GCA_015112415.1,1,0,1,0,0,0,0
Telmatochromis_sp_dhonti_twiyu_AB-2019,Telmatochromis_sp_dhonti_twiyu_AB-2019,GCA_015112475.1_LHC1.scf,GCA_015112475.1,1,0,1,0,0,0,0
Petrochromis_sp_polyodon_texas_AB-2019,Petrochromis_sp_polyodon_texas_AB-2019,GCA_015112515.1_LHB3.scf,GCA_015112515.1,1,0,1,0,0,0,0
Neolamprologus_petricola,Neolamprologus_petricola,GCA_015112555.1_LGI1.scf,GCA_015112555.1,1,0,1,0,0,0,0
Ophthalmotilapia_sp_white_cap_AB-2019,Ophthalmotilapia_sp_white_cap_AB-2019,GCA_015112615.1_LGH1.scf,GCA_015112615.1,1,0,1,0,0,0,0
Chalinochromis_cyanophleps,Chalinochromis_cyanophleps,GCA_015112635.1_LGG6.scf,GCA_015112635.1,1,0,1,0,0,0,0
Neolamprologus_timidus,Neolamprologus_timidus,GCA_015112655.1_LGE2.scf,GCA_015112655.1,1,0,1,0,0,0,0
Petrochromis_sp_macrognathus_rainbow_AB-2019,Petrochromis_sp_macrognathus_rainbow_AB-2019,GCA_015112775.1_LGB8.scf,GCA_015112775.1,1,0,1,0,0,0,0
Astatotilapia_flaviijosephi,Astatotilapia_flaviijosephi,GCA_015112995.1_LJD2.scf,GCA_015112995.1,1,0,1,0,0,0,0
Neolamprologus_cancellatus,Neolamprologus_cancellatus,GCA_015113075.1_LJC9.scf,GCA_015113075.1,1,0,1,0,0,0,0
Tangachromis_dhanisi,Tangachromis_dhanisi,GCA_015113095.1_LJA8.scf,GCA_015113095.1,1,0,1,0,0,0,0
Plecodus_elaviae,Plecodus_elaviae,GCA_015113155.1_LHI6.scf,GCA_015113155.1,1,0,1,0,0,0,0
Lepidiolamprologus_sp_meeli_kipili_AB-2019,Lepidiolamprologus_sp_meeli_kipili_AB-2019,GCA_015113235.1_LHA5.scf,GCA_015113235.1,1,0,1,0,0,0,0
Neolamprologus_bifasciatus,Neolamprologus_bifasciatus,GCA_015113255.1_LHF7.scf,GCA_015113255.1,1,0,1,0,0,0,0
Tropheus_sp_murago_AB-2019,Tropheus_sp_murago_AB-2019,GCA_015113295.1_LHD9.scf,GCA_015113295.1,1,0,1,0,0,0,0
Xenotilapia_tenuidentata,Xenotilapia_tenuidentata,GCA_015118035.1_LHG6.scf,GCA_015118035.1,1,0,1,0,0,0,0
Pyrrhura_lepida,Pyrrhura_lepida,GCA_015163975.1_ASM1516397v1,GCA_015163975.1,1,1,2,0,0,0,0
Mormyrus_lacerda,Mormyrus_lacerda,GCA_015163995.1_ASM1516399v1,GCA_015163995.1,3,0,3,0,0,0,0
Brevimyrus_niger,Brevimyrus_niger,GCA_015164015.1_ASM1516401v1,GCA_015164015.1,3,0,3,0,0,0,0
Tenualosa_ilisha,Tenualosa_ilisha,GCA_015244755.2_TenIli1.0,GCA_015244755.2,6,0,6,0,0,0,1
Laticauda_colubrina,Laticauda_colubrina,GCA_015471245.1_latCor_2.0,GCA_015471245.1,0,0,0,0,0,2,0
Rousettus_leschenaultii,Rousettus_leschenaultii,GCA_015472975.1_rouLes_1.0,GCA_015472975.1,15,0,15,2,0,13,0
Sarotherodon_lohbergeri,Sarotherodon_lohbergeri,GCA_015708405.1_Z05.scf,GCA_015708405.1,1,0,1,0,0,1,0
Stomatepia_pindu,Stomatepia_pindu,GCA_015708495.1_Z09.scf,GCA_015708495.1,1,0,1,0,0,1,0
Sarotherodon_caroli,Sarotherodon_caroli,GCA_015708515.1_Z17.scf,GCA_015708515.1,1,0,1,0,0,1,0
Pungu_maclareni,Pungu_maclareni,GCA_015708565.1_Z03.scf,GCA_015708565.1,1,0,1,0,0,1,0
Sarotherodon_steinbachi,Sarotherodon_steinbachi,GCA_015708585.1_Z07.scf,GCA_015708585.1,1,0,1,0,0,1,0
Potos_flavus,Potos_flavus,GCA_015708855.1_Pflavus_platanus500,GCA_015708855.1,16,1,17,0,1,5,0
Procyon_lotor,Procyon_lotor,GCA_015708975.1_Plotor_platanus500,GCA_015708975.1,15,0,15,0,2,5,0
Argyrosomus_japonicus,Argyrosomus_japonicus,GCA_015710095.1_ASM1571009v1,GCA_015710095.1,8,0,8,0,0,0,0
Cyprinodon_tularosa,Cyprinodon_tularosa,GCA_016077235.1_ASM1607723v1,GCA_016077235.1,2,0,2,0,0,0,0
Hippotragus_equinus,Hippotragus_equinus,GCA_016433095.1_ASM1643309v1,GCA_016433095.1,16,2,18,0,0,12,2
Pyrrhura_cruentata,Pyrrhura_cruentata,GCA_016545565.1_ASM1654556v1,GCA_016545565.1,2,0,2,0,0,0,0
Crotalus_tigris,Crotalus_tigris,GCA_016545835.1_ASM1654583v1,GCA_016545835.1,1,0,1,0,0,1,0
Phylloscopus_trochilus_trochilus,Phylloscopus_trochilus_trochilus,GCA_016584745.1_LUNI_Phtr_3,GCA_016584745.1,1,3,4,0,6,1,0
Arothron_firmamentum,Arothron_firmamentum,GCA_016586285.1_aroFir_1.0,GCA_016586285.1,4,0,4,0,0,0,0
Platyplectrum_ornatum,Platyplectrum_ornatum,GCA_016617825.1_ASM1661782v1,GCA_016617825.1,82,2,84,63,12,14,7
Callionymus_lyra,Callionymus_lyra,GCA_016630915.1_ASM1663091v1,GCA_016630915.1,7,0,7,0,0,0,1
Pavo_muticus,Pavo_muticus,GCA_016647715.1_ASM1664771v1,GCA_016647715.1,2,0,2,0,0,1,0
Antechinus_stuartii,Antechinus_stuartii,GCA_016696395.1_USYD_AStu_M,GCA_016696395.1,22,0,22,0,0,10,0
Saimiri_boliviensis_boliviensis,Saimiri_boliviensis_boliviensis,GCA_016699345.2_BCM_Sbol_2.1,GCA_016699345.2,23,0,23,0,0,7,0
Pimephales_promelas,Pimephales_promelas,GCA_016745375.1_EPA_FHM_2.0,GCA_016745375.1,3,0,3,0,0,0,0
Psettodes_erumei,Psettodes_erumei,GCA_016785225.1_ASM1678522v1,GCA_016785225.1,1,0,1,0,0,1,1
Pseudorhombus_dupliciocellatus,Pseudorhombus_dupliciocellatus,GCA_016785235.1_ASM1678523v1,GCA_016785235.1,2,0,2,0,0,0,0
Paraplagusia_blochii,Paraplagusia_blochii,GCA_016785265.1_ASM1678526v1,GCA_016785265.1,1,0,1,0,0,0,0
Brachirus_orientalis,Brachirus_orientalis,GCA_016785285.1_ASM1678528v1,GCA_016785285.1,1,0,1,0,0,0,0
Colistium_nudipinnis,Colistium_nudipinnis,GCA_016785305.1_ASM1678530v1,GCA_016785305.1,1,1,2,0,0,0,0
Chascanopsetta_lugubris,Chascanopsetta_lugubris,GCA_016785325.1_ASM1678532v1,GCA_016785325.1,0,1,1,0,0,0,0
Trinectes_maculatus,Trinectes_maculatus,GCA_016785345.1_ASM1678534v1,GCA_016785345.1,1,0,1,0,0,0,0
Esox_niger,Esox_niger,GCA_016801105.1_ASM1680110v1,GCA_016801105.1,6,0,6,0,0,1,0
Novumbra_hubbsi,Novumbra_hubbsi,GCA_016801125.1_ASM1680112v1,GCA_016801125.1,4,1,5,0,0,2,0
Umbra_pygmaea,Umbra_pygmaea,GCA_016801145.1_ASM1680114v1,GCA_016801145.1,12,1,13,0,0,2,0
Esox_masquinongy,Esox_masquinongy,GCA_016801175.1_ASM1680117v1,GCA_016801175.1,5,1,6,0,0,5,1
Dallia_pectoralis,Dallia_pectoralis,GCA_016801195.1_ASM1680119v1,GCA_016801195.1,4,2,6,0,1,1,0
Hystrix_brachyura,Hystrix_brachyura,GCA_016801275.1_DSBC_Hbra_1.0,GCA_016801275.1,39,1,40,0,7,16,6
Manis_crassicaudata,Manis_crassicaudata,GCA_016801295.1_DSBC_Mcra_1.0,GCA_016801295.1,4,0,4,1,4,9,0
Caracal_caracal,Caracal_caracal,GCA_016801355.1_CarCar1.0,GCA_016801355.1,13,1,14,1,0,12,0
Ophiodon_elongatus,Ophiodon_elongatus,GCA_016806645.1_NWFSC_Oelon_r3.mflye,GCA_016806645.1,3,0,3,0,0,0,0
Pogoniulus_pusillus_pusillus,Pogoniulus_pusillus_pusillus,GCA_016859755.1_ASM1685975v1,GCA_016859755.1,4,0,4,2,0,0,0
Oryzias_woworae,Oryzias_woworae,GCA_016861445.1_OryWow_0.9,GCA_016861445.1,1,0,1,0,0,0,0
Atractosteus_spatula,Atractosteus_spatula,GCA_016984175.1_BGI_Aspa_1.0,GCA_016984175.1,3,0,3,0,0,0,0
Paedocypris_sp_Pulau_Singkep,Paedocypris_sp_Pulau_Singkep,GCA_017309775.1_IMCB_Psing_F_1.0,GCA_017309775.1,4,0,4,0,0,0,0
Accipiter_gentilis_atricapillus,Accipiter_gentilis_atricapillus,GCA_017309825.1_UBC_NOGO_v1,GCA_017309825.1,2,0,2,0,0,1,0
Butorides_virescens,Butorides_virescens,GCA_017310255.1_ASM1731025v1,GCA_017310255.1,2,0,2,0,0,1,0
Proteles_cristata_cristata,Proteles_cristata_cristata,GCA_017311185.1_Proteles_cristatus_TS307_19_07_2019,GCA_017311185.1,16,0,16,0,0,8,1
Ursus_maritimus,Ursus_maritimus,GCA_017311325.1_ASM1731132v1,GCA_017311325.1,14,2,16,0,0,9,1
Platanista_gangetica,Platanista_gangetica,GCA_017311385.1_HRRL_Platanista_gangetica_1.0,GCA_017311385.1,0,1,1,0,0,13,0
Otocyon_megalotis_megalotis,Otocyon_megalotis_megalotis,GCA_017311455.1_Otocyon_megalotis_TS305_17_09_2019,GCA_017311455.1,15,0,15,0,0,7,1
Bubo_scandiacus,Bubo_scandiacus,GCA_017315185.1_ASM1731518v1,GCA_017315185.1,3,0,3,0,0,1,0
Phylloscopus_whistleri,Phylloscopus_whistleri,GCA_017589585.1_ASM1758958v1,GCA_017589585.1,20,2,22,0,0,3,0
Onychostruthus_taczanowskii,Onychostruthus_taczanowskii,GCA_017590055.1_ASM1759005v1,GCA_017590055.1,2,0,2,1,2,5,3
Montifringilla_adamsi,Montifringilla_adamsi,GCA_017590115.1_ASM1759011v1,GCA_017590115.1,4,2,6,0,3,2,0
Pyrgilauda_ruficollis,Pyrgilauda_ruficollis,GCA_017590135.1_ASM1759013v1,GCA_017590135.1,4,4,8,0,2,4,0
Ochotona_curzoniae,Ochotona_curzoniae,GCA_017591425.1_NIBS_Ocur_1.0,GCA_017591425.1,35,0,35,0,0,4,1
Zosterops_japonicus,Zosterops_japonicus,GCA_017612475.1_CCG_JAWE_1.0,GCA_017612475.1,6,1,7,0,6,0,1
Corvus_kubaryi,Corvus_kubaryi,GCA_017639235.1_C.kubaryi_AGA036_p1.0,GCA_017639235.1,1,0,1,1,0,0,0
Mesocricetus_auratus,Mesocricetus_auratus,GCA_017639785.1_BCM_Maur_2.0,GCA_017639785.1,35,2,37,0,0,11,3
Myanophis_thanlyinensis,Myanophis_thanlyinensis,GCA_017656035.1_ASM1765603v1,GCA_017656035.1,2,0,2,0,0,0,0
Limnothrissa_miodon,Limnothrissa_miodon,GCA_017657215.1_ASM1765721v1,GCA_017657215.1,5,0,5,0,0,0,0
Sinocyclocheilus_maitianheensis,Sinocyclocheilus_maitianheensis,GCA_018148995.1_ASM1814899v1,GCA_018148995.1,5,0,5,0,0,3,0
Sinocyclocheilus_anophthalmus,Sinocyclocheilus_anophthalmus,GCA_018155175.1_ASM1815517v1,GCA_018155175.1,6,0,6,0,0,2,0
Microtus_oregoni,Microtus_oregoni,GCA_018167655.1_Mior012,GCA_018167655.1,47,0,47,0,0,23,0
Giraffa_camelopardalis_antiquorum,Giraffa_camelopardalis_antiquorum,GCA_018282235.1_ASM1828223v1,GCA_018282235.1,15,3,18,0,0,11,0
Bothrops_jararaca,Bothrops_jararaca,GCA_018340635.1_Ibu_BjarHA_1.0,GCA_018340635.1,2,0,2,0,0,0,0
Hypomesus_nipponensis,Hypomesus_nipponensis,GCA_018346875.1_ASM1834687v1,GCA_018346875.1,0,0,0,0,1,0,0
Haplochromis_burtoni,Haplochromis_burtoni,GCA_018398535.1_NCSU_Asbu1,GCA_018398535.1,1,0,1,0,0,0,0
Cyprinodon_brontotheroides,Cyprinodon_brontotheroides,GCA_018398635.1_UCB_Cbro_1.0,GCA_018398635.1,2,0,2,0,0,0,0
Hirundichthys_speculiger,Hirundichthys_speculiger,GCA_018398805.1_Hirundichthys_speculiger_1.0,GCA_018398805.1,2,0,2,0,0,0,0
Tremarctos_ornatus,Tremarctos_ornatus,GCA_018398825.1_TreOrn1.0,GCA_018398825.1,15,0,15,0,2,8,1
Glandirana_rugosa,Glandirana_rugosa,GCA_018402905.1_Glandirana_rugosa_assembly_1.0,GCA_018402905.1,247,17,264,5,20,47,27
Gorsachius_goisagi,Gorsachius_goisagi,GCA_018403395.1_G_goisagi_scaffold_01,GCA_018403395.1,2,0,2,0,0,1,0
Prionailurus_iriomotensis,Prionailurus_iriomotensis,GCA_018403415.1_P_iriomotensis_scaffold_01,GCA_018403415.1,12,1,13,1,0,12,1
Haplochromis_chilotes,Haplochromis_chilotes,GCA_018403475.1_Hchi_1.0,GCA_018403475.1,1,0,1,0,0,0,0
Haplochromis_sauvagei,Haplochromis_sauvagei,GCA_018403495.1_Hsau_1.0,GCA_018403495.1,1,0,1,0,0,0,0
Lithochromis_rufus,Lithochromis_rufus,GCA_018403515.1_Lruf_1.0,GCA_018403515.1,1,0,1,0,0,0,0
Crotalus_adamanteus,Crotalus_adamanteus,GCA_018446365.1_Cadam_11369,GCA_018446365.1,1,0,1,0,0,1,0
Tyto_alba,Tyto_alba,GCA_018691265.1_T.alba_DEE_v4.0,GCA_018691265.1,2,0,2,0,0,0,0
Chelydra_serpentina,Chelydra_serpentina,GCA_018859375.1_ASM1885937v1,GCA_018859375.1,12,0,12,0,0,9,2
Amblyornis_subalaris,Amblyornis_subalaris,GCA_018881555.1_ASM1888155v1,GCA_018881555.1,5,0,5,0,3,2,0
Motacilla_tschutschensis,Motacilla_tschutschensis,GCA_018904545.1_ASM1890454v1,GCA_018904545.1,2,0,2,0,5,0,0
Lethenteron_camtschaticum,Lethenteron_camtschaticum,GCA_018977245.1_IMCB_Ljap_1.0,GCA_018977245.1,0,0,0,0,0,0,0
Callorhinchus_milii,Callorhinchus_milii,GCA_018977255.1_IMCB_Cmil_1.0,GCA_018977255.1,0,0,0,0,0,0,0
Larimichthys_polyactis,Larimichthys_polyactis,GCA_018985215.1_ZAAS_Lpoly_1.0,GCA_018985215.1,3,1,4,0,0,0,0
Rhinoceros_unicornis,Rhinoceros_unicornis,GCA_019022865.1_ASM1902286v1,GCA_019022865.1,24,3,27,0,0,37,1
Dipodomys_spectabilis,Dipodomys_spectabilis,GCA_019054845.1_ASM1905484v1,GCA_019054845.1,20,2,22,0,0,5,0
Caranx_melampygus,Caranx_melampygus,GCA_019059645.1_BYU_Cmel_1.0,GCA_019059645.1,3,0,3,0,0,0,0
Morone_chrysops,Morone_chrysops,GCA_019097615.1_DOM_MoChry_2.0,GCA_019097615.1,3,0,3,0,0,1,0
Mustela_nivalis,Mustela_nivalis,GCA_019141155.1_MusNiv_Pri1.0,GCA_019141155.1,13,0,13,0,0,14,0
Cephalopholis_sonnerati,Cephalopholis_sonnerati,GCA_019142605.1_JJU_Cson_1.0,GCA_019142605.1,3,1,4,0,0,1,0
Phyllostomus_hastatus,Phyllostomus_hastatus,GCA_019186645.2_TTU_PhHast_1.1,GCA_019186645.2,24,2,26,0,0,13,0
Microtus_richardsoni,Microtus_richardsoni,GCA_019206885.1_ASM1920688v1,GCA_019206885.1,45,3,48,0,65,18,0
Cirrhinus_cirrhosus,Cirrhinus_cirrhosus,GCA_019207145.1_ASM1920714v1,GCA_019207145.1,4,0,4,0,0,2,0
Cygnus_buccinator,Cygnus_buccinator,GCA_019232035.1_ASM1923203v1,GCA_019232035.1,3,0,3,0,0,0,0
Centrocercus_urophasianus,Centrocercus_urophasianus,GCA_019232065.1_USGS_Curo_1.0,GCA_019232065.1,2,0,2,0,0,1,0
Lagopus_leucura,Lagopus_leucura,GCA_019238085.1_USGS_WTPT01,GCA_019238085.1,2,0,2,0,0,1,0
Alectoris_rufa,Alectoris_rufa,GCA_019345075.1_ASM1934507v1,GCA_019345075.1,3,0,3,0,0,0,0
Panthera_tigris_jacksoni,Panthera_tigris_jacksoni,GCA_019348595.1_Maltig1.0,GCA_019348595.1,13,1,14,0,0,13,0
Galemys_pyrenaicus,Galemys_pyrenaicus,GCA_019455555.1_Gpyr_1.0,GCA_019455555.1,16,4,20,0,0,6,0
Chrysopelea_ornata,Chrysopelea_ornata,GCA_019457695.1_c.ornata.1,GCA_019457695.1,2,0,2,0,0,0,0
Addax_nasomaculatus,Addax_nasomaculatus,GCA_019593525.1_ASM1959352v1,GCA_019593525.1,14,3,17,1,0,13,0
Crossoptilon_mantchuricum,Crossoptilon_mantchuricum,GCA_019593555.1_cma1,GCA_019593555.1,2,0,2,1,0,1,0
Periophthalmus_modestus,Periophthalmus_modestus,GCA_019594935.1_ASM1959493v1,GCA_019594935.1,4,0,4,0,0,1,0
Pipa_parva,Pipa_parva,GCA_019650415.1_UCB_Ppar_1.0,GCA_019650415.1,21,1,22,0,2,1,0
Pituophis_catenifer_pumilus,Pituophis_catenifer_pumilus,GCA_019677565.1_AU_Pcat_1.0,GCA_019677565.1,2,0,2,0,0,0,0
Labeo_calbasu,Labeo_calbasu,GCA_019740295.1_ASM1974029v1,GCA_019740295.1,4,0,4,0,0,1,0
Stomatorhinus_ivindoensis,Stomatorhinus_ivindoensis,GCA_019775895.1_ASM1977589v1,GCA_019775895.1,2,0,2,0,0,0,0
Pollimyrus_plagiostoma,Pollimyrus_plagiostoma,GCA_019775915.1_ASM1977591v1,GCA_019775915.1,2,0,2,0,0,0,0
Pollimyrus_isidori,Pollimyrus_isidori,GCA_019775955.1_ASM1977595v1,GCA_019775955.1,2,1,3,0,0,0,0
Synchiropus_splendidus,Synchiropus_splendidus,GCA_019776025.1_fSynSpl_1.0,GCA_019776025.1,8,1,9,0,0,1,0
Albula_glossodonta,Albula_glossodonta,GCA_019788955.1_BYU_Aglo_1.0,GCA_019788955.1,8,0,8,0,0,1,0
Corydoras_maculifer,Corydoras_maculifer,GCA_019802435.1_ASM1980243v1,GCA_019802435.1,2,1,3,0,0,1,0
Corydoras_sp_C115,Corydoras_sp_C115,GCA_019802505.1_Lin1PacBio.ctg.fa.r3p3_pilon_3_oneline.fasta,GCA_019802505.1,2,1,3,0,0,0,0
Praomys_delectorum,Praomys_delectorum,GCA_019843815.1_ASM1984381v1,GCA_019843815.1,36,3,39,0,1,15,1
Grammomys_dolichurus,Grammomys_dolichurus,GCA_019843835.1_ASM1984383v1,GCA_019843835.1,55,4,59,0,31,40,3
Hylomyscus_alleni,Hylomyscus_alleni,GCA_019843855.1_ASM1984385v1,GCA_019843855.1,31,2,33,0,6,16,0
Rhynchomys_soricoides,Rhynchomys_soricoides,GCA_019843965.1_ASM1984396v1,GCA_019843965.1,22,2,24,0,0,16,2
Rhabdomys_dilectus,Rhabdomys_dilectus,GCA_019844195.1_ASM1984419v1,GCA_019844195.1,35,4,39,0,2,13,1
Rangifer_tarandus_caribou,Rangifer_tarandus_caribou,GCA_019903745.1_ULRtarCaribou_2,GCA_019903745.1,20,1,21,0,0,14,1
Nanger_dama_ruficollis,Nanger_dama_ruficollis,GCA_019969365.1_SCBI_Ndam_1.0,GCA_019969365.1,19,2,21,0,0,16,1
Plecoglossus_altivelis,Plecoglossus_altivelis,GCA_019972215.1_Pal_1.0,GCA_019972215.1,4,0,4,0,0,3,0
Euthynnus_affinis,Euthynnus_affinis,GCA_019973915.1_EUTAFF_01,GCA_019973915.1,3,0,3,0,0,2,0
Lanius_collurio,Lanius_collurio,GCA_020086605.1_ASM2008660v1,GCA_020086605.1,2,1,3,1,0,0,0
Acipenser_transmontanus,Acipenser_transmontanus,GCA_020113195.1_MU_Atrans_1.0,GCA_020113195.1,3,1,4,0,0,0,0
Muntiacus_gongshanensis,Muntiacus_gongshanensis,GCA_020226025.1_ASM2022602v1,GCA_020226025.1,21,2,23,0,0,15,1
Eira_barbara,Eira_barbara,GCA_020311275.1_ASM2031127v1,GCA_020311275.1,16,0,16,0,0,8,2
Brachyhypopomus_occidentalis,Brachyhypopomus_occidentalis,GCA_020368025.1_ASM2036802v1,GCA_020368025.1,3,0,3,0,0,1,0
Microtus_richardsoni_arvicoloides,Microtus_richardsoni_arvicoloides,GCA_020387435.1_ASM2038743v1,GCA_020387435.1,53,1,54,0,2,20,2
Microtus_montanus,Microtus_montanus,GCA_020392405.1_ASM2039240v1,GCA_020392405.1,32,0,32,8,55,8,0
Ammodramus_savannarum_pratensis,Ammodramus_savannarum_pratensis,GCA_020466415.1_ASM2046641v1,GCA_020466415.1,5,2,7,0,0,1,0
Glaucomys_volans,Glaucomys_volans,GCA_020662805.1_ASM2066280v1,GCA_020662805.1,33,0,33,1,4,34,1
Calotes_versicolor,Calotes_versicolor,GCA_020711275.1_ASM2071127v1,GCA_020711275.1,14,3,17,0,100,0,1
Sciurus_niger,Sciurus_niger,GCA_020740815.1_VCOM_Snig_1.0,GCA_020740815.1,26,0,26,0,0,15,0
Riparia_riparia,Riparia_riparia,GCA_020917445.1_IEE_cmpg_Riparia_riparia_6505,GCA_020917445.1,3,0,3,0,3,0,0
Ursus_americanus,Ursus_americanus,GCA_020975775.1_gsc_jax_bbear_1.0,GCA_020975775.1,16,0,16,0,0,11,1
Elaphurus_davidianus,Elaphurus_davidianus,GCA_021018665.1_miluL,GCA_021018665.1,21,1,22,0,2,12,3
Scomber_colias,Scomber_colias,GCA_021039105.1_S.colias_p1.0,GCA_021039105.1,3,0,3,0,0,1,1
Willisornis_vidua_nigrigula,Willisornis_vidua_nigrigula,GCA_021164005.1_ASM2116400v1,GCA_021164005.1,14,1,15,0,0,6,0
Macaca_arctoides,Macaca_arctoides,GCA_021188215.1_Marc_1.0,GCA_021188215.1,26,2,28,0,0,15,1
Marmota_monax,Marmota_monax,GCA_021218885.1_Marmota_monax_Labrador192_V1.0,GCA_021218885.1,16,1,17,0,0,20,1
Pteronotus_parnellii_mesoamericanus,Pteronotus_parnellii_mesoamericanus,GCA_021234165.1_CSHL_Meso_final,GCA_021234165.1,19,2,21,0,0,13,0
Mirounga_angustirostris,Mirounga_angustirostris,GCA_021288785.2_ASM2128878v2,GCA_021288785.2,3,1,4,0,0,18,3
Lophura_nycthemera,Lophura_nycthemera,GCA_021292215.1_ASM2129221v1,GCA_021292215.1,0,1,1,0,0,1,1
