accession,chromosome,start,mini,ends
GCA_028658305.1,CM053763.1,5371342,TRUE,0.043007033
GCA_028658305.1,CM053763.1,5374045,TRUE,0.043028675
GCA_028658305.1,JAQQSO010007451.1,2192,FALSE,0.20636415
GCA_028658305.1,JAQQSO010007451.1,6481,FALSE,0.389851252
GCA_028031935.1,CM051494.1,25740238,TRUE,0.259323965
GCA_028031935.1,CM051498.1,21022643,TRUE,0.33452337
GCA_028031935.1,CM051498.1,27977238,TRUE,0.114374055
GCA_029289425.1,CM055477.1,8017826,TRUE,0.045892566
GCA_029289425.1,CM055479.1,11875120,TRUE,0.060507818
GCA_029289425.1,CM055479.1,30563243,TRUE,0.155730228
GCA_029289425.1,CM055479.1,30577538,TRUE,0.155803066
GCA_029289425.1,CM055479.1,30589172,TRUE,0.155862345
GCA_029289425.1,CM055479.1,30763764,TRUE,0.156751952
GCA_029289425.1,CM055479.1,32046404,TRUE,0.163287443
GCA_029289425.1,CM055479.1,32085040,TRUE,0.163484307
GCA_029289425.1,CM055479.1,32300124,TRUE,0.164580234
GCA_029289425.1,CM055479.1,32306543,TRUE,0.164612941
GCA_029289425.1,CM055479.1,32341049,TRUE,0.164788761
GCA_029289425.1,CM055479.1,65691521,TRUE,0.334720879
GCA_029289425.1,CM055484.1,16269863,TRUE,0.114728437
GCA_029289425.1,CM055484.1,16274329,TRUE,0.114759929
GCA_029289425.1,CM055484.1,16293473,TRUE,0.114894925
GCA_029289425.1,CM055484.1,16378177,TRUE,0.115492223
GCA_029289425.1,CM055484.1,16407975,TRUE,0.115702346
GCA_029289425.1,CM055484.1,16455562,TRUE,0.11603791
GCA_029289425.1,CM055484.1,16466529,TRUE,0.116115245
GCA_029289425.1,CM055484.1,16491293,TRUE,0.116289871
GCA_029289425.1,CM055484.1,16500055,TRUE,0.116351657
GCA_029289425.1,CM055484.1,16532864,TRUE,0.116583013
GCA_029289425.1,CM055484.1,16562408,TRUE,0.116791345
GCA_029289425.1,CM055484.1,16598826,TRUE,0.11704815
GCA_028858775.1,CM054441.1,132467995,TRUE,0.214801099
GCA_028858775.1,CM054441.1,151193596,TRUE,0.103805826
GCA_028858775.1,CM054441.1,151207756,TRUE,0.103721893
GCA_028858775.1,CM054441.1,151219433,TRUE,0.103652678
GCA_028858775.1,CM054441.1,152657148,TRUE,0.095130678
GCA_028858775.1,CM054441.1,152695811,TRUE,0.094901505
GCA_028858775.1,CM054441.1,152910906,TRUE,0.093626538
GCA_028858775.1,CM054441.1,152917331,TRUE,0.093588454
GCA_028858775.1,CM054441.1,152951858,TRUE,0.093383796
GCA_028858775.1,CM054441.1,16091249,TRUE,0.095380254
GCA_028858775.1,CM054446.1,16574060,TRUE,0.119451167
GCA_028858775.1,CM054446.1,16578525,TRUE,0.119483347
GCA_028858775.1,CM054446.1,16581607,TRUE,0.119505559
GCA_028858775.1,CM054446.1,16597743,TRUE,0.119621853
GCA_028858775.1,CM054446.1,16682578,TRUE,0.120233269
GCA_028858775.1,CM054446.1,16712153,TRUE,0.120446419
GCA_028858775.1,CM054446.1,16759771,TRUE,0.120789608
GCA_028858775.1,CM054446.1,16770747,TRUE,0.120868713
GCA_028858775.1,CM054446.1,16795524,TRUE,0.121047284
GCA_028858775.1,CM054446.1,16804294,TRUE,0.12111049
GCA_028858775.1,CM054446.1,16837104,TRUE,0.121346955
GCA_028858775.1,CM054446.1,16853034,TRUE,0.121461765
GCA_028858775.1,CM054446.1,16867027,TRUE,0.121562614
GCA_028858775.1,CM054446.1,16902081,TRUE,0.121815252
GCA_028858775.1,CM054446.1,16938503,TRUE,0.12207775
GCA_028858775.1,CM054446.1,16991364,TRUE,0.122458725
GCA_022758105.1,CM040458.1,21351482,FALSE,0.334117056
GCA_022758105.1,CM040458.1,21354516,FALSE,0.334022435
GCA_022758105.1,CM040458.1,21367700,FALSE,0.333611269
GCA_022758105.1,CM040458.1,3913604,FALSE,0.122052519
GCA_022758105.1,CM040461.1,17824335,FALSE,0.403795175
GCA_022758105.1,CM040483.1,6431809,FALSE,0.408313951
GCA_027358585.1,CM050111.1,21685356,TRUE,0.336632101
GCA_027358585.1,CM050111.1,21688330,TRUE,0.336541124
GCA_027358585.1,CM050111.1,4526177,TRUE,0.138458438
GCA_027358585.1,CM050114.1,17865480,TRUE,0.415522998
GCA_027358585.1,CM050136.1,8294278,TRUE,0.356784153
GCA_022985145.1,CM040979.1,20819574,TRUE,0.33126372
GCA_022985145.1,CM040979.1,20822563,TRUE,0.331167712
GCA_022985145.1,CM040979.1,20827732,TRUE,0.331001681
GCA_022985145.1,CM040979.1,3781791,TRUE,0.121473227
GCA_022985145.1,CM040982.1,17284137,TRUE,0.397198502
GCA_022985145.1,CM041004.1,5453108,TRUE,0.439705352
GCA_018350215.1,CM031450.1,231350799,TRUE,0.031658951
GCA_018350215.1,CM031451.1,104450372,TRUE,0.378129383
GCA_018350215.1,CM031451.1,154681541,TRUE,0.079065938
GCA_018350215.1,CM031451.1,154691017,TRUE,0.079009521
GCA_018350215.1,CM031451.1,154860921,TRUE,0.077997956
GCA_018350215.1,CM031451.1,155713813,TRUE,0.072920057
GCA_018350215.1,CM031456.1,44854918,TRUE,0.316986055
GCA_018350215.1,CM031456.1,44862790,TRUE,0.317041686
GCA_018350215.1,CM031456.1,44878100,TRUE,0.31714988
GCA_018350215.1,CM031456.1,44902915,TRUE,0.317325246
GCA_018350215.1,CM031456.1,44938439,TRUE,0.317576291
GCA_018350215.1,CM031456.1,44959501,TRUE,0.317725134
GCA_018350215.1,CM031456.1,45005830,TRUE,0.318052538
GCA_028533385.1,CM053123.1,144896963,TRUE,0.074555026
GCA_028533385.1,CM053123.1,144906418,TRUE,0.074494638
GCA_028533385.1,CM053123.1,145002852,TRUE,0.073878722
GCA_028533385.1,CM053123.1,145762540,TRUE,0.069026657
GCA_028533385.1,CM053123.1,97225766,TRUE,0.379027037
GCA_028533385.1,CM053124.1,7052978,TRUE,0.031182617
GCA_028533385.1,CM053132.1,90026093,TRUE,0.32121215
GCA_028533385.1,CM053132.1,90033564,TRUE,0.32115582
GCA_028533385.1,CM053132.1,90072245,TRUE,0.320864169
GCA_028533385.1,CM053132.1,90092851,TRUE,0.320708802
GCA_028533385.1,CM053132.1,90128358,TRUE,0.320441082
GCA_028533385.1,CM053132.1,90153380,TRUE,0.320252419
GCA_028533385.1,CM053132.1,90168554,TRUE,0.320138009
GCA_028533385.1,CM053132.1,90176498,TRUE,0.320078112
GCA_018350195.2,CM031431.1,230692145,TRUE,0.031603778
GCA_018350195.2,CM031432.1,104578638,TRUE,0.376855664
GCA_018350195.2,CM031432.1,154660346,TRUE,0.07843781
GCA_018350195.2,CM031432.1,154669796,TRUE,0.078381501
GCA_018350195.2,CM031432.1,154830396,TRUE,0.077424547
GCA_018350195.2,CM031432.1,155658236,TRUE,0.072491763
GCA_018350195.2,CM031437.1,44729967,TRUE,0.31749668
GCA_018350195.2,CM031437.1,44737820,TRUE,0.317552421
GCA_018350195.2,CM031437.1,44753382,TRUE,0.317662881
GCA_018350195.2,CM031437.1,44778395,TRUE,0.317840426
GCA_018350195.2,CM031437.1,44814357,TRUE,0.318095687
GCA_018350195.2,CM031437.1,44835383,TRUE,0.318244931
GCA_018350195.2,CM031437.1,44874199,TRUE,0.31852045
GCA_018350195.2,CM031437.1,44881667,TRUE,0.318573458
GCA_023721935.1,CM043157.1,101313481,TRUE,0.37872611
GCA_023721935.1,CM043157.1,150434917,TRUE,0.07750395
GCA_023721935.1,CM043157.1,150444396,TRUE,0.077445823
GCA_023721935.1,CM043157.1,150591477,TRUE,0.076543894
GCA_023721935.1,CM043157.1,151335757,TRUE,0.071979825
GCA_023721935.1,CM043162.1,43803663,TRUE,0.316320648
GCA_023721935.1,CM043162.1,43811750,TRUE,0.316379047
GCA_023721935.1,CM043162.1,43851757,TRUE,0.316667951
GCA_023721935.1,CM043162.1,43877429,TRUE,0.316853337
GCA_023721935.1,CM043162.1,43898447,TRUE,0.317005115
GCA_023721935.1,CM043162.1,43937330,TRUE,0.317285902
GCA_023721935.1,CM043162.1,43944792,TRUE,0.317339787
GCA_023721935.1,JAJAOB010000017.1,145131963,TRUE,0.047619534
GCA_008728515.2,CM018183.2,15060032,TRUE,0.082692496
GCA_008728515.2,CM018183.2,15108417,TRUE,0.082958171
GCA_008728515.2,CM018183.2,15114904,TRUE,0.082993791
GCA_008728515.2,CM018183.2,15338197,TRUE,0.084219861
GCA_008728515.2,CM018183.2,15384601,TRUE,0.084474658
GCA_008728515.2,CM018183.2,16701618,TRUE,0.091706212
GCA_008728515.2,CM018183.2,16837156,TRUE,0.092450432
GCA_008728515.2,CM018183.2,16854576,TRUE,0.092546082
GCA_008728515.2,CM018183.2,16862348,TRUE,0.092588757
GCA_008728515.2,CM018183.2,35594555,TRUE,0.195444645
GCA_008728515.2,CM018183.2,82571746,TRUE,0.453389727
GCA_008728515.2,CM018184.2,8723523,TRUE,0.0501638
GCA_008728515.2,CM018188.1,10623888,TRUE,0.083264649
GCA_008728515.2,CM018188.1,10634899,TRUE,0.083350947
GCA_008728515.2,CM018188.1,10658050,TRUE,0.083532393
GCA_008728515.2,CM018188.1,10670467,TRUE,0.083629711
GCA_008728515.2,CM018188.1,10697215,TRUE,0.083839349
GCA_008728515.2,CM018188.1,10713287,TRUE,0.083965313
GCA_008728515.2,CM018188.1,10748757,TRUE,0.084243309
GCA_008728515.2,CM018188.1,10756021,TRUE,0.08430024
GCA_008728515.2,CM018188.1,10766489,TRUE,0.084382283
GCA_008728515.2,CM018188.1,10803723,TRUE,0.084674104
GCA_008728515.2,CM018188.1,10854058,TRUE,0.085068605
GCA_008728515.2,CM018188.1,8067048,TRUE,0.063225433
GCA_008728515.2,CM018188.1,8212413,TRUE,0.06436473
GCA_008728515.2,CM018188.1,8227247,TRUE,0.064480992
GCA_008728515.2,CM018188.1,8230343,TRUE,0.064505256
GCA_008728515.2,CM018188.1,8234896,TRUE,0.064540941
GCA_008728515.2,VSMJ02003825.1,5892,FALSE,0.050497952
GCA_028645565.1,CM053421.1,134189853,TRUE,0.192639671
GCA_028645565.1,CM053421.1,151393257,TRUE,0.089134483
GCA_028645565.1,CM053421.1,151401077,TRUE,0.089087434
GCA_028645565.1,CM053421.1,151413587,TRUE,0.089012166
GCA_028645565.1,CM053421.1,151545107,TRUE,0.088220869
GCA_028645565.1,CM053421.1,152695493,TRUE,0.081299511
GCA_028645565.1,CM053421.1,152741937,TRUE,0.081020079
GCA_028645565.1,CM053421.1,152949498,TRUE,0.079771277
GCA_028645565.1,CM053421.1,152955920,TRUE,0.079732639
GCA_028645565.1,CM053421.1,153004203,TRUE,0.079442141
GCA_028645565.1,CM053421.1,91009529,TRUE,0.452436368
GCA_028645565.1,CM053428.1,103846146,TRUE,0.081267388
GCA_028645565.1,CM053428.1,103900893,TRUE,0.080783038
GCA_028645565.1,CM053428.1,103928637,TRUE,0.080537586
GCA_028645565.1,CM053428.1,103944809,TRUE,0.080394511
GCA_028645565.1,CM053428.1,103971846,TRUE,0.080155313
GCA_028645565.1,CM053428.1,103983489,TRUE,0.080052307
GCA_028645565.1,CM053428.1,104001423,TRUE,0.079893644
GCA_028645565.1,CM053428.1,104012772,TRUE,0.079793239
GCA_028645565.1,CM053428.1,106204236,TRUE,0.060405235
GCA_028645565.1,CM053428.1,106208814,TRUE,0.060364733
GCA_028645565.1,CM053428.1,106211904,TRUE,0.060337396
GCA_028645565.1,CM053428.1,106226819,TRUE,0.060205442
GCA_028645565.1,CM053428.1,106336778,TRUE,0.059232629
GCA_028645565.1,CM053428.1,106371381,TRUE,0.058926494
GCA_028645565.1,JAQQSL010001667.1,11989,FALSE,0.164704243
GCA_028645565.1,JAQQSL010001990.1,6881,FALSE,0.488325882
GCA_028645565.1,JAQQSL010011247.1,5502,FALSE,0.379846709
GCA_028645565.1,JAQQSL010020393.1,3954,FALSE,0.281613372
GCA_028645565.1,JAQQSL010028410.1,663,FALSE,0.163784585
GCA_028645565.1,JAQQSL010051690.1,412,FALSE,0.24954573
GCA_018749465.1,CM031950.1,15739357,TRUE,0.390955586
GCA_018749465.1,CM031950.1,4067367,TRUE,0.101030801
GCA_018749465.1,CM031951.1,19437756,TRUE,0.45230973
GCA_001904815.2,CM007779.1,21428353,TRUE,0.268794126
GCA_900634625.2,LR131972.1,8574569,TRUE,0.376441531
GCA_900634625.2,LR131981.1,1943173,TRUE,0.081088888
GCA_001522545.3,CM003709.1,82800249,TRUE,0.274063207
GCA_001522545.3,CM003709.1,86715366,TRUE,0.239738099
GCA_001522545.3,CM003709.1,86723072,TRUE,0.239670538
GCA_001700915.1,CM004530.1,107416840,TRUE,0.032174347
GCA_001700915.1,MBAE01000271.1,235362,FALSE,0.382234133
GCA_001700915.1,MBAE01000271.1,241857,FALSE,0.365186396
GCA_004354835.1,CM014939.1,10936700,TRUE,0.264239855
GCA_025617405.1,CM046791.1,29013709,TRUE,0.288203283
GCA_025617405.1,CM046797.1,13606849,TRUE,0.374231174
GCA_009829125.3,CM020599.1,17020939,TRUE,0.470557602
GCA_009829125.3,CM020611.1,22657301,TRUE,0.322376568
GCA_009829125.3,CM020611.1,22660937,TRUE,0.322267824
GCA_023159225.1,CM041265.1,124028067,TRUE,0.199319732
GCA_023159225.1,CM041265.1,131132485,TRUE,0.153456183
GCA_023159225.1,CM041265.1,144748170,TRUE,0.065558253
GCA_023159225.1,CM041265.1,144750715,TRUE,0.065541824
GCA_023159225.1,CM041265.1,144764787,TRUE,0.06545098
GCA_023159225.1,CM041265.1,144817769,TRUE,0.065108948
GCA_023159225.1,CM041265.1,145747927,TRUE,0.059104184
GCA_023159225.1,CM041265.1,145772985,TRUE,0.058942419
GCA_023159225.1,CM041265.1,145949042,TRUE,0.057805859
GCA_023159225.1,CM041265.1,145983499,TRUE,0.057583417
GCA_023159225.1,CM041282.1,4732682,TRUE,0.099952282
GCA_023159225.1,CM041290.1,5025809,TRUE,0.430983396
GCA_023159225.1,CM041290.1,5028829,TRUE,0.430641475
GCA_023159225.1,CM041290.1,5031427,TRUE,0.430347332
GCA_023159225.1,CM041290.1,5043153,TRUE,0.429019727
GCA_023159225.1,CM041290.1,5047083,TRUE,0.428574777
GCA_023159225.1,CM041290.1,5052128,TRUE,0.428003587
GCA_023159225.1,CM041290.1,5056718,TRUE,0.427483912
GCA_023159225.1,CM041290.1,5064159,TRUE,0.426641451
GCA_023159225.1,CM041290.1,5093728,TRUE,0.423293681
GCA_023159225.1,CM041290.1,5105292,TRUE,0.421984417
GCA_023159225.1,CM041290.1,5111772,TRUE,0.421250759
GCA_023159225.1,CM041290.1,5114670,TRUE,0.42092265
GCA_023159225.1,CM041290.1,5121682,TRUE,0.420128759
GCA_023159225.1,CM041290.1,5153684,TRUE,0.416505528
GCA_023159225.1,CM041290.1,5156605,TRUE,0.416174815
GCA_949786415.1,OX460396.1,140797172,TRUE,0.108276401
GCA_949786415.1,OX460396.1,140820490,TRUE,0.108128719
GCA_949786415.1,OX460396.1,140827737,TRUE,0.10808282
GCA_949786415.1,OX460396.1,140848323,TRUE,0.107952441
GCA_949786415.1,OX460396.1,140852078,TRUE,0.107928659
GCA_949786415.1,OX460396.1,140863445,TRUE,0.107856668
GCA_949786415.1,OX460396.1,140883794,TRUE,0.107727789
GCA_949786415.1,OX460396.1,141049908,TRUE,0.106675725
GCA_949786415.1,OX460396.1,141074138,TRUE,0.106522266
GCA_949786415.1,OX460396.1,141094069,TRUE,0.106396036
GCA_949786415.1,OX460396.1,141132183,TRUE,0.106154645
GCA_949786415.1,OX460396.1,141207234,TRUE,0.105679317
GCA_949786415.1,OX460396.1,141228558,TRUE,0.105544264
GCA_949786415.1,OX460396.1,141246736,TRUE,0.105429136
GCA_949786415.1,OX460396.1,141302898,TRUE,0.10507344
GCA_949786415.1,OX460396.1,141393114,TRUE,0.104502067
GCA_949786415.1,OX460396.1,141404426,TRUE,0.104430423
GCA_949786415.1,OX460396.1,141424379,TRUE,0.104304053
GCA_949786415.1,OX460396.1,141434520,TRUE,0.104239826
GCA_949786415.1,OX460396.1,141471366,TRUE,0.104006466
GCA_949786415.1,OX460396.1,141507399,TRUE,0.103778255
GCA_949786415.1,OX460396.1,141521006,TRUE,0.103692076
GCA_949786415.1,OX460396.1,141536103,TRUE,0.103596461
GCA_949786415.1,OX460396.1,141555958,TRUE,0.103470712
GCA_949786415.1,OX460396.1,141585279,TRUE,0.10328501
GCA_949786415.1,OX460396.1,141640244,TRUE,0.102936896
GCA_949786415.1,OX460396.1,141646785,TRUE,0.102895469
GCA_949786415.1,OX460396.1,26182187,TRUE,0.165822038
GCA_949786415.1,OX460396.1,35760556,TRUE,0.226485598
GCA_949786415.1,OX460396.1,51758767,TRUE,0.32780853
GCA_949786415.1,OX460396.1,51761801,TRUE,0.327827746
GCA_949786415.1,OX460396.1,51845254,TRUE,0.328356286
GCA_949786415.1,OX460396.1,53064626,TRUE,0.336079046
GCA_949786415.1,OX460396.1,53101312,TRUE,0.336311393
GCA_949786415.1,OX460396.1,53298215,TRUE,0.337558457
GCA_949786415.1,OX460396.1,53303699,TRUE,0.337593189
GCA_949786415.1,OX460396.1,53337136,TRUE,0.337804959
GCA_949786415.1,OX460397.1,30791569,TRUE,0.200894149
GCA_949786415.1,OX460405.1,7576048,TRUE,0.099588413
GCA_004664715.2,CM026043.1,13747238,TRUE,0.086060794
GCA_004664715.2,CM026043.1,139870185,TRUE,0.124381267
GCA_004664715.2,CM026043.1,139876523,TRUE,0.12434159
GCA_004664715.2,CM026043.1,139935022,TRUE,0.123975373
GCA_004664715.2,CM026043.1,139946634,TRUE,0.123902679
GCA_004664715.2,CM026043.1,139976596,TRUE,0.12371511
GCA_004664715.2,CM026043.1,139991900,TRUE,0.123619304
GCA_004664715.2,CM026043.1,139998484,TRUE,0.123578086
GCA_004664715.2,CM026043.1,140070763,TRUE,0.123125604
GCA_004664715.2,CM026043.1,140105918,TRUE,0.122905525
GCA_004664715.2,CM026043.1,140128231,TRUE,0.122765841
GCA_004664715.2,CM026043.1,140134747,TRUE,0.122725049
GCA_004664715.2,CM026043.1,140186385,TRUE,0.122401784
GCA_004664715.2,CM026043.1,140225618,TRUE,0.122156177
GCA_004664715.2,CM026043.1,140394993,TRUE,0.121095851
GCA_004664715.2,CM026043.1,140417900,TRUE,0.120952448
GCA_004664715.2,CM026043.1,140434222,TRUE,0.120850269
GCA_004664715.2,CM026043.1,140442082,TRUE,0.120801063
GCA_004664715.2,CM026043.1,140464752,TRUE,0.120659144
GCA_004664715.2,CM026043.1,140540653,TRUE,0.120183987
GCA_004664715.2,CM026043.1,140569719,TRUE,0.120002027
GCA_004664715.2,CM026043.1,140589870,TRUE,0.119875877
GCA_004664715.2,CM026043.1,140618377,TRUE,0.119697417
GCA_004664715.2,CM026043.1,4012976,TRUE,0.02512213
GCA_004664715.2,CM026043.1,45320822,TRUE,0.283718512
GCA_004664715.2,CM026043.1,45356551,TRUE,0.283942183
GCA_004664715.2,CM026043.1,45362544,TRUE,0.283979701
GCA_004664715.2,CM026043.1,45554160,TRUE,0.28517926
GCA_004664715.2,CM026043.1,45589989,TRUE,0.285403558
GCA_004664715.2,CM026043.1,47036963,TRUE,0.29446194
GCA_004664715.2,CM026043.1,47039897,TRUE,0.294480307
GCA_004664715.2,CM026044.1,29273391,TRUE,0.192753807
GCA_004664715.2,CM026050.1,1849000,TRUE,0.026639849
GCA_003704035.3,CM010881.2,144063506,TRUE,0.106035913
GCA_003704035.3,CM010881.2,144112953,TRUE,0.105729078
GCA_003704035.3,CM010881.2,144130736,TRUE,0.105618728
GCA_003704035.3,CM010881.2,144171075,TRUE,0.10536841
GCA_003704035.3,CM010881.2,144391979,TRUE,0.103997624
GCA_003704035.3,CM010881.2,144411688,TRUE,0.103875323
GCA_003704035.3,CM010881.2,144470216,TRUE,0.103512137
GCA_003704035.3,CM010881.2,144476761,TRUE,0.103471523
GCA_003704035.3,CM010881.2,144496044,TRUE,0.103351865
GCA_003704035.3,CM010881.2,14450656,TRUE,0.089671339
GCA_003704035.3,CM010881.2,144531398,TRUE,0.103132481
GCA_003704035.3,CM010881.2,144540490,TRUE,0.103076062
GCA_003704035.3,CM010881.2,144592359,TRUE,0.102754197
GCA_003704035.3,CM010881.2,144599680,TRUE,0.102708768
GCA_003704035.3,CM010881.2,144608819,TRUE,0.102652057
GCA_003704035.3,CM010881.2,144636125,TRUE,0.102482614
GCA_003704035.3,CM010881.2,144647662,TRUE,0.102411023
GCA_003704035.3,CM010881.2,144704196,TRUE,0.102060209
GCA_003704035.3,CM010881.2,144710542,TRUE,0.10202083
GCA_003704035.3,CM010881.2,24328954,TRUE,0.150969609
GCA_003704035.3,CM010881.2,53989496,TRUE,0.335023573
GCA_003704035.3,CM010881.2,53992294,TRUE,0.335040935
GCA_003704035.3,CM010881.2,54072775,TRUE,0.335540348
GCA_003704035.3,CM010881.2,55432330,TRUE,0.343976859
GCA_003704035.3,CM010881.2,55467465,TRUE,0.344194884
GCA_003704035.3,CM010881.2,55658442,TRUE,0.345379962
GCA_003704035.3,CM010881.2,55664360,TRUE,0.345416686
GCA_003704035.3,CM010881.2,55698097,TRUE,0.345626035
GCA_003704035.3,CM010882.2,29392314,TRUE,0.189979634
GCA_003704035.3,CM010893.2,8037729,TRUE,0.101776329
GCA_003704035.3,ML112672.1,108761,FALSE,0.355410155
GCA_003704035.3,ML112672.1,116632,FALSE,0.308761387
GCA_003704035.3,ML112672.1,132944,FALSE,0.212085652
GCA_003704035.3,ML112672.1,157650,FALSE,0.065661505
GCA_003704035.3,ML112672.1,58511,FALSE,0.346775006
GCA_003704135.2,CM010905.1,144913012,TRUE,0.160127476
GCA_003704135.2,CM010905.1,151542699,TRUE,0.121703791
GCA_003704135.2,CM010905.1,151570407,TRUE,0.121543204
GCA_003704135.2,CM010905.1,151631774,TRUE,0.121187539
GCA_003704135.2,CM010905.1,151902073,TRUE,0.119620967
GCA_003704135.2,CM010905.1,151926487,TRUE,0.119479471
GCA_003704135.2,CM010905.1,151952964,TRUE,0.119326018
GCA_003704135.2,CM010905.1,152020641,TRUE,0.118933782
GCA_003704135.2,CM010905.1,152111861,TRUE,0.118405098
GCA_003704135.2,CM010905.1,152149127,TRUE,0.118189116
GCA_003704135.2,CM010905.1,152192124,TRUE,0.117939918
GCA_003704135.2,CM010905.1,152210874,TRUE,0.117831249
GCA_003704135.2,CM010905.1,152254637,TRUE,0.117577611
GCA_003704135.2,CM010905.1,152307442,TRUE,0.117271569
GCA_003704135.2,CM010905.1,152315183,TRUE,0.117226705
GCA_003704135.2,CM010905.1,152324754,TRUE,0.117171234
GCA_003704135.2,CM010905.1,152362177,TRUE,0.116954342
GCA_003704135.2,CM010905.1,152430047,TRUE,0.116560987
GCA_003704135.2,CM010905.1,152436375,TRUE,0.116524312
GCA_003704135.2,CM010905.1,17334164,TRUE,0.100463636
GCA_003704135.2,CM010905.1,56765572,TRUE,0.328996296
GCA_003704135.2,CM010905.1,56768362,TRUE,0.329012466
GCA_003704135.2,CM010905.1,56848906,TRUE,0.329479275
GCA_003704135.2,CM010905.1,58106615,TRUE,0.336768581
GCA_003704135.2,CM010905.1,58143574,TRUE,0.336982784
GCA_003704135.2,CM010905.1,58339594,TRUE,0.338118857
GCA_003704135.2,CM010905.1,58345524,TRUE,0.338153226
GCA_003704135.2,CM010905.1,58379089,TRUE,0.338347759
GCA_003704135.2,CM010905.1,6953645,TRUE,0.040301249
GCA_003704135.2,CM010906.2,32875958,TRUE,0.202996054
GCA_003704135.2,CM010917.1,8340610,TRUE,0.101724967
GCA_016906955.1,CM029252.1,7195839,TRUE,0.02488945
GCA_016906955.1,CM029258.1,64866455,TRUE,0.400751672
GCA_016906955.1,CM029258.1,64895207,TRUE,0.400486056
GCA_016906955.1,CM029258.1,64957955,TRUE,0.399906378
GCA_016906955.1,CM029258.1,64973034,TRUE,0.399767076
GCA_016906955.1,CM029258.1,64983936,TRUE,0.399666361
GCA_016906955.1,CM029258.1,64991789,TRUE,0.399593814
GCA_016906955.1,CM029267.1,24236862,TRUE,0.433186008
GCA_016906955.1,CM029267.1,5578559,TRUE,0.099705717
GCA_016906955.1,CM029267.1,6785128,TRUE,0.121270753
GCA_016906955.1,CM029267.1,6811262,TRUE,0.121737847
GCA_016906955.1,CM029267.1,7072330,TRUE,0.126403922
GCA_016906955.1,CM029267.1,7995588,TRUE,0.142905334
GCA_016906955.1,CM029267.1,8145024,TRUE,0.145576207
GCA_016906955.1,CM029267.1,8151628,TRUE,0.14569424
GCA_949628215.1,OX451224.1,6936896,TRUE,0.052815958
GCA_028646595.1,CM053623.1,3848151,TRUE,0.008294219
GCA_028646595.1,CM053623.1,80774580,TRUE,0.17409974
GCA_028646595.1,CM053623.1,80921063,TRUE,0.174415466
GCA_028646595.1,CM053623.1,81059549,TRUE,0.174713956
GCA_028646595.1,CM053623.1,81081412,TRUE,0.174761079
GCA_028646595.1,CM053623.1,81091623,TRUE,0.174783088
GCA_028646595.1,CM053623.1,81124769,TRUE,0.17485453
GCA_028646595.1,CM053623.1,81142538,TRUE,0.174892829
GCA_028646595.1,CM053623.1,81180251,TRUE,0.174974114
GCA_028646595.1,CM053623.1,81196364,TRUE,0.175008844
GCA_028646595.1,CM053623.1,81211724,TRUE,0.175041951
GCA_028646595.1,CM053623.1,81229085,TRUE,0.17507937
GCA_028646595.1,CM053623.1,82456253,TRUE,0.177724381
GCA_028646595.1,CM053623.1,82571015,TRUE,0.177971736
GCA_028646595.1,CM053623.1,82577038,TRUE,0.177984718
GCA_028646595.1,CM053623.1,82599791,TRUE,0.178033759
GCA_028646595.1,CM053623.1,82615650,TRUE,0.178067942
GCA_028646595.1,CM053623.1,82635248,TRUE,0.178110183
GCA_028646595.1,CM053623.1,82653516,TRUE,0.178149557
GCA_028646595.1,CM053623.1,82716640,TRUE,0.178285613
GCA_028646595.1,CM053626.1,121075092,TRUE,0.362562127
GCA_028646595.1,CM053626.1,40933611,TRUE,0.122576633
GCA_028646595.1,CM053627.1,2215968,TRUE,0.010336693
GCA_028646595.1,CM053627.1,2284008,TRUE,0.010654075
GCA_028646595.1,CM053627.1,2320892,TRUE,0.010826126
GCA_028646595.1,CM053627.1,2416304,TRUE,0.011271188
GCA_028646595.1,CM053627.1,2463953,TRUE,0.011493454
GCA_028646595.1,CM053627.1,8445975,TRUE,0.039397434
GCA_028646595.1,JAQQSZ010000127.1,12128,FALSE,0.39242841
GCA_028646595.1,JAQQSZ010007098.1,5908,FALSE,0.440632458
GCA_028646595.1,JAQQSZ010007958.1,6462,FALSE,0.490623339
GCA_028646595.1,JAQQSZ010012010.1,2812,FALSE,0.232185616
GCA_028646595.1,JAQQSZ010012429.1,8937,FALSE,0.255994006
GCA_028646595.1,JAQQSZ010022396.1,8438,FALSE,0.131177924
GCA_028646595.1,JAQQSZ010022951.1,2935,FALSE,0.305729167
GCA_028646595.1,JAQQSZ010030506.1,2732,FALSE,0.335626536
GCA_028646595.1,JAQQSZ010048124.1,3653,FALSE,0.325267824
GCA_028646595.1,JAQQSZ010048786.1,1500,FALSE,0.281425891
GCA_028646595.1,JAQQSZ010051913.1,4028,FALSE,0.190026141
GCA_028646595.1,JAQQSZ010056851.1,2452,FALSE,0.453410611
GCA_028646595.1,JAQQSZ010079532.1,753,FALSE,0.280133929
GCA_028646595.1,JAQQSZ010094884.1,873,FALSE,0.45995785
GCA_028646595.1,JAQQSZ010094906.1,73,FALSE,0.038481813
GCA_023856395.1,CM043853.1,173419232,TRUE,0.399740598
GCA_023856395.1,CM043858.1,111216654,TRUE,0.110872939
GCA_023856395.1,CM043858.1,111232642,TRUE,0.110745122
GCA_023856395.1,CM043858.1,111248371,TRUE,0.110619376
